Purchase Order ID,Purchase Order Date,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Account Code,Item Price,Item Name,Product ID,SKU,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Warehouse Name,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Item Total,Total,Adjustment,Adjustment Description,Entity Discount Percent,Entity Discount Amount,Discount Account,Discount Account Code,FINREP.02 COA,FINREP.03 TRANSFER (if applies),FINREP.01 DEPARTMENT,(Deprecated) 4. COA Sub Type,PRIORITY LEVEL,STS.00 Status,(Deprecated) Subdivision by Income (Type),(Deprecated) 2. Division by Income,STS.99 Collections,FINREP.0 Company EIN,Project ID,Project Name,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone
4476661000000166618,2023-08-05,2023-08-13,PO-00005,IN5899,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5899,,,,,La Fuente COGS ($-Out),4304,-40.00,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-40.00,280.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166711,2023-08-03,2023-08-13,PO-00006,IN5956,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5956,,,,,La Fuente COGS ($-Out),4304,325.00,LA FUENTE: 24*24*24 - MEXICO,4476661000000166702,4476661000000166702,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,325.00,285.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166711,2023-08-03,2023-08-13,PO-00006,IN5956,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5956,,,,,La Fuente COGS ($-Out),4304,-40.00,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-40.00,285.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166804,2023-07-30,,PO-00007,IN5901,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5901,,,,,La Fuente COGS ($-Out),4304,245.00,LA FUENTE: OTHER CHARGES,4476661000000166795,4476661000000166795,RETURNED CHECK 210+35 FEE = 245.00,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,245.00,245.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166884,2023-07-30,,PO-00008,IN5957,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5957,,,,,La Fuente COGS ($-Out),4304,175.00,LA FUENTE: OTHER CHARGES,4476661000000166795,4476661000000166795,CHECK WAS RETURNED OF 140 + 35 RETURN FEE,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,175.00,175.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166950,2023-09-11,,PO-00009,IN5952,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5952,,,,,La Fuente COGS ($-Out),4304,410.00,LA FUENTE: OTHER CHARGES,4476661000000166795,4476661000000166795,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,410.00,375.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166950,2023-09-11,,PO-00009,IN5952,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5952,,,,,La Fuente COGS ($-Out),4304,-35.00,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-35.00,375.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000169028,2023-09-15,2023-09-24,PO-00010,IN5752,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5752,,,,,La Fuente COGS ($-Out),4304,230.00,,,,LA FUENTE: 18*18*18 - EL SALVADOR,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,230.00,200.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000169028,2023-09-15,2023-09-24,PO-00010,IN5752,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5752,,,,,La Fuente COGS ($-Out),4304,-30.00,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-30.00,200.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000340103,2023-09-30,,PO-00011,091323-091923,Billed,Treve Hernandez,USD,1.000000,Standard Template,091323-091923,,,,,Contractor Payments,6070,12.50,,,,Total Hours 39.52,39.52,0.00,0.00,39.52,,,entity_level,true,0.00,0.0,494.00,194.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,000. VERY HIGH / CRITICAL,1. Active,,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000340103,2023-09-30,,PO-00011,091323-091923,Billed,Treve Hernandez,USD,1.000000,Standard Template,091323-091923,,,,,Deducted Rent,8151,-25.00,,,,Rent Deduction,5.00,0.00,0.00,5.00,,,entity_level,true,0.00,0.0,-125.00,194.00,0.00,Adjustment,0.00,0.000,,,,,Admin,,,,,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000340103,2023-09-30,,PO-00011,091323-091923,Billed,Treve Hernandez,USD,1.000000,Standard Template,091323-091923,,,,,Stock Deduction,8152,-500.00,,,,Stock Purchase,0.25,0.00,0.00,0.25,,,entity_level,true,0.00,0.0,-125.00,194.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,000. VERY HIGH / CRITICAL,1. Active,,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000340103,2023-09-30,,PO-00011,091323-091923,Billed,Treve Hernandez,USD,1.000000,Standard Template,091323-091923,,,,,Contractor Payments,6070,-30.00,,,,Cashapp Payment $20 and $10,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-30.00,194.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,000. VERY HIGH / CRITICAL,1. Active,,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000340103,2023-09-30,,PO-00011,091323-091923,Billed,Treve Hernandez,USD,1.000000,Standard Template,091323-091923,,,,,Contractor Payments,6070,-20.00,,,,Cash $20,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-20.00,194.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,000. VERY HIGH / CRITICAL,1. Active,,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000418010,2023-10-05,2023-10-05,PO-00012,,Billed,Carlos Contreras,USD,1.000000,Standard Template,,"Work Request
1. Bajar Tele De Sala Poner las patas a listar para la venta, dejar estante en la pared
2. Empacar dvd para venta
3. Cody’s cuarto reorganizar.
A. Mueble Largo enfrente de ventana
B. Muebles de ropa en closet
C. Aire, refri, micro, un mueble de cajones abajo de tele
D. Colgar Sound Bar ",,,,Cost of Operations,4000,0.00,Work Order,4476661000000418001,WO,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,0.00,0.00,0.00,Rent Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000436023,2023-10-08,2023-10-12,PO-00013,IN5755,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5755,,As per Christians instructions we did not fill out the forms so we will attach the form filled out by the client with our online form for reference. Thank you. ,,,La Fuente COGS ($-Out),4304,410.00,,,,LA FUENTE: 28*28*32/24*30*35,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,360.00,345.00,-15.00,CAJA,0.00,50.000,La Fuente COGS ($-Out),4304,003. COGS,,,,003. LOW,1. Active,Room,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000436127,2023-10-08,2023-10-12,PO-00014,IN5754,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5754,,,,,La Fuente COGS ($-Out),4304,335.00,LA FUENTE: 24*24*24 - MEXICO,4476661000000166702,4476661000000166702,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,295.00,280.00,-15.00,CAJA,0.00,40.000,La Fuente COGS ($-Out),4304,003. COGS,,,,003. LOW,1. Active,Room,,,,,,0,Due on Receipt,CODY,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000906035,2023-11-04,2023-11-04,PO-00015,113-4203214-3400262,Cancelled,Amazon,USD,1.000000,Standard Template,113-4203214-3400262,,,,,N/A,,99.99,,,,Company Cell Moto G,1.00,0.00,0.00,0.00,,,entity_level,true,0.00,0.0,99.99,109.98,0.00,Commision,0.00,0.000,,,,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000906035,2023-11-04,2023-11-04,PO-00015,113-4203214-3400262,Cancelled,Amazon,USD,1.000000,Standard Template,113-4203214-3400262,,,,,Telephone Expense,6041,9.99,,,,Screen protector ,1.00,0.00,0.00,0.00,,,entity_level,true,0.00,0.0,9.99,109.98,0.00,Commision,0.00,0.000,,,,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000001277007,2023-11-24,2023-12-08,PO-00016,PLT3,Billed,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,PLT3,,"Unless otherwise agreed upon in writing: 
1. Products and Services: All products and/or services listed in this purchase order shall meet the specifications and quantities stated. 
2. Pricing and Payment: The price for the goods or services is as listed on the purchase order. Payment terms are net 30 days from the date of invoice.
3. Delivery: Delivery shall be made to the address specified on the purchase order by the agreed delivery date. Late delivery may result in penalties. 
4. Inspection and Acceptance: Buyer reserves the right to inspect all delivered goods before acceptance. Defective goods will be subject to return or repair as per the warranty terms.
5. Warranty: Seller warrants that all goods or services provided will be free from defects and fit for the purpose intended.
6. Transfer of Risk and Ownership: Risk and ownership of the goods shall pass to the buyer upon delivery and acceptance.
7. Cancellation and Amendments: The buyer reserves the right to cancel or amend the purchase order with written notice to the seller.
8. Force Majeure: Neither party shall be liable for delays caused by force majeure events beyond their control.
9. Compliance with Laws: The seller shall comply with all applicable laws and regulations relating to the production and sale of the goods.
10. Dispute Resolution: Any disputes arising from this purchase order shall be resolved through arbitration in Indiana under its laws.
11. Confidentiality: Both parties agree to keep all proprietary information confidential.
12. Miscellaneous: This document contains the entire agreement between the parties and supersedes all prior communications.
Seller's acceptance of this purchase order shall constitute acceptance of these terms and conditions.",IN PERSON,,BMV COGS ($-Out),4302,105.00,BMV SERVICE FEE,4476661000000166019,BMVSFER,BMV FEES,1.00,0.00,0.00,1.00,Quantity,,entity_level,true,0.00,0.0,105.00,185.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,002. MED / IMPORTANT BUT CAN WAIT,1. Active,Books,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000001277007,2023-11-24,2023-12-08,PO-00016,PLT3,Billed,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,PLT3,,"Unless otherwise agreed upon in writing: 
1. Products and Services: All products and/or services listed in this purchase order shall meet the specifications and quantities stated. 
2. Pricing and Payment: The price for the goods or services is as listed on the purchase order. Payment terms are net 30 days from the date of invoice.
3. Delivery: Delivery shall be made to the address specified on the purchase order by the agreed delivery date. Late delivery may result in penalties. 
4. Inspection and Acceptance: Buyer reserves the right to inspect all delivered goods before acceptance. Defective goods will be subject to return or repair as per the warranty terms.
5. Warranty: Seller warrants that all goods or services provided will be free from defects and fit for the purpose intended.
6. Transfer of Risk and Ownership: Risk and ownership of the goods shall pass to the buyer upon delivery and acceptance.
7. Cancellation and Amendments: The buyer reserves the right to cancel or amend the purchase order with written notice to the seller.
8. Force Majeure: Neither party shall be liable for delays caused by force majeure events beyond their control.
9. Compliance with Laws: The seller shall comply with all applicable laws and regulations relating to the production and sale of the goods.
10. Dispute Resolution: Any disputes arising from this purchase order shall be resolved through arbitration in Indiana under its laws.
11. Confidentiality: Both parties agree to keep all proprietary information confidential.
12. Miscellaneous: This document contains the entire agreement between the parties and supersedes all prior communications.
Seller's acceptance of this purchase order shall constitute acceptance of these terms and conditions.",IN PERSON,,BMV COGS ($-Out),4302,80.00,BMV SERVICE FEE,4476661000000166019,BMVSFER,ESSENCE FEE,1.00,0.00,0.00,1.00,Quantity,,entity_level,true,0.00,0.0,80.00,185.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,002. MED / IMPORTANT BUT CAN WAIT,1. Active,Books,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000001279001,2023-11-24,2023-11-26,PO-00017,IN5759,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5759,PLEASE CONFIRM THE AMOUNT OF PAYMENT IS CORRECT IF POSSIBLE TO HAVE IT READY WHEN THEY ARRIVE. BOX IS READY FOR PICKUP.,"Unless otherwise agreed upon in writing: 
1. Products and Services: All products and/or services listed in this purchase order shall meet the specifications and quantities stated. 
2. Pricing and Payment: The price for the goods or services is as listed on the purchase order. Payment terms are net 30 days from the date of invoice.
3. Delivery: Delivery shall be made to the address specified on the purchase order by the agreed delivery date. Late delivery may result in penalties. 
4. Inspection and Acceptance: Buyer reserves the right to inspect all delivered goods before acceptance. Defective goods will be subject to return or repair as per the warranty terms.
5. Warranty: Seller warrants that all goods or services provided will be free from defects and fit for the purpose intended.
6. Transfer of Risk and Ownership: Risk and ownership of the goods shall pass to the buyer upon delivery and acceptance.
7. Cancellation and Amendments: The buyer reserves the right to cancel or amend the purchase order with written notice to the seller.
8. Force Majeure: Neither party shall be liable for delays caused by force majeure events beyond their control.
9. Compliance with Laws: The seller shall comply with all applicable laws and regulations relating to the production and sale of the goods.
10. Dispute Resolution: Any disputes arising from this purchase order shall be resolved through arbitration in Indiana under its laws.
11. Confidentiality: Both parties agree to keep all proprietary information confidential.
12. Miscellaneous: This document contains the entire agreement between the parties and supersedes all prior communications.
Seller's acceptance of this purchase order shall constitute acceptance of these terms and conditions.",IN PERSON,,La Fuente COGS ($-Out),4304,170.00,LA FUENTE CARGO-Other,4476661000001038011,CAJA-OTHE,"18*18*24 - VENEZUELA $150.00
FUERA DE CARACAS $20.00
COMMISSION (DISCOUNT) ""150*0.125=18.75~$19.00""
BOX DEPOSIT -15
TOTAL DUE ESTIMATE: $136.00",1.00,0.00,0.00,1.00,pcs,,entity_level,true,0.00,0.0,151.00,136.00,-15.00,BOX DEPOSIT,0.00,19.000,La Fuente COGS ($-Out),4304,003. COGS,,,,003. LOW,1. Active,Room,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000001390001,2023-11-30,2023-11-30,PO-00018,IN5760,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5760,PLEASE CONFIRM THE AMOUNT OF PAYMENT IS CORRECT IF POSSIBLE TO HAVE IT READY WHEN THEY ARRIVE. BOX IS READY FOR PICKUP.,"Unless otherwise agreed upon in writing: 
1. Products and Services: All products and/or services listed in this purchase order shall meet the specifications and quantities stated. 
2. Pricing and Payment: The price for the goods or services is as listed on the purchase order. Payment terms are net 30 days from the date of invoice.
3. Delivery: Delivery shall be made to the address specified on the purchase order by the agreed delivery date. Late delivery may result in penalties. 
4. Inspection and Acceptance: Buyer reserves the right to inspect all delivered goods before acceptance. Defective goods will be subject to return or repair as per the warranty terms.
5. Warranty: Seller warrants that all goods or services provided will be free from defects and fit for the purpose intended.
6. Transfer of Risk and Ownership: Risk and ownership of the goods shall pass to the buyer upon delivery and acceptance.
7. Cancellation and Amendments: The buyer reserves the right to cancel or amend the purchase order with written notice to the seller.
8. Force Majeure: Neither party shall be liable for delays caused by force majeure events beyond their control.
9. Compliance with Laws: The seller shall comply with all applicable laws and regulations relating to the production and sale of the goods.
10. Dispute Resolution: Any disputes arising from this purchase order shall be resolved through arbitration in Indiana under its laws.
11. Confidentiality: Both parties agree to keep all proprietary information confidential.
12. Miscellaneous: This document contains the entire agreement between the parties and supersedes all prior communications.
Seller's acceptance of this purchase order shall constitute acceptance of these terms and conditions.",IN PERSON,,La Fuente COGS ($-Out),4304,385.00,LA FUENTE CARGO-Large Standard - 24*24*30-26*26*26,4476661000001038009,CAJA-LARG,"Loc Los Mangos sin numero,Yanta Veracruz,Parada el Quijote",1.00,0.00,0.00,1.00,pcs,,entity_level,true,0.00,0.0,342.52,372.00,-15.00,BOX DEPOSIT,0.00,48.000,La Fuente COGS ($-Out),4304,,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
